positive,neutral,negative
0.713,0.282,0.005
0.922,0.075,0.003
0.671,0.319,0.01
0.979,0.019,0.002
0.775,0.221,0.003
0.969,0.029,0.002
0.753,0.242,0.005
0.857,0.141,0.002
0.892,0.104,0.004
0.919,0.078,0.003
0.87,0.126,0.004
0.955,0.043,0.002
0.95,0.048,0.002
0.943,0.055,0.002
0.92,0.077,0.003
0.982,0.016,0.002
0.86,0.136,0.003
0.895,0.102,0.003
0.951,0.046,0.003
0.951,0.047,0.002
0.49,0.506,0.004
0.97,0.028,0.002
0.138,0.779,0.082
0.973,0.025,0.002
0.945,0.052,0.003
0.68,0.315,0.005
0.871,0.125,0.004
0.745,0.251,0.004
0.927,0.071,0.003
0.957,0.04,0.003
0.953,0.044,0.003
0.938,0.06,0.002
0.569,0.424,0.008
0.712,0.28,0.008
0.926,0.071,0.003
0.861,0.135,0.004
0.411,0.584,0.005
0.947,0.048,0.005
0.929,0.069,0.002
0.927,0.069,0.004
0.922,0.076,0.003
0.5,0.49,0.01
0.728,0.267,0.006
0.973,0.024,0.003
0.941,0.056,0.002
0.834,0.162,0.004
0.945,0.053,0.002
0.386,0.609,0.005
0.777,0.219,0.004
0.963,0.035,0.002
0.95,0.047,0.003
0.892,0.105,0.003
0.943,0.053,0.003
0.96,0.038,0.002
0.958,0.039,0.002
0.932,0.065,0.003
0.535,0.457,0.008
0.784,0.212,0.004
0.958,0.04,0.002
0.977,0.021,0.002
0.94,0.058,0.002
0.318,0.674,0.007
0.793,0.203,0.004
0.656,0.337,0.007
0.964,0.034,0.002
0.946,0.051,0.003
0.869,0.128,0.002
0.963,0.034,0.003
0.268,0.728,0.004
0.901,0.096,0.004
0.722,0.273,0.005
0.974,0.024,0.002
0.116,0.792,0.092
0.945,0.052,0.002
0.873,0.124,0.003
0.932,0.066,0.002
0.962,0.036,0.003
0.118,0.832,0.051
0.745,0.249,0.006
0.964,0.033,0.003
0.933,0.065,0.002
0.831,0.165,0.004
0.665,0.33,0.005
0.803,0.195,0.003
0.967,0.031,0.002
0.834,0.162,0.004
0.969,0.028,0.002
0.82,0.177,0.003
0.939,0.059,0.002
0.177,0.818,0.005
0.96,0.038,0.002
0.797,0.197,0.006
0.87,0.127,0.003
0.898,0.1,0.003
0.886,0.112,0.002
0.597,0.398,0.005
0.962,0.037,0.002
0.919,0.079,0.003
0.947,0.047,0.005
0.802,0.194,0.004
0.893,0.104,0.003
0.704,0.292,0.005
0.942,0.056,0.003
0.728,0.269,0.004
0.886,0.112,0.003
0.875,0.12,0.004
0.832,0.159,0.009
0.974,0.023,0.003
0.544,0.447,0.009
0.423,0.573,0.004
0.959,0.038,0.002
0.669,0.326,0.004
0.949,0.048,0.003
0.958,0.039,0.003
0.911,0.084,0.004
0.926,0.071,0.002
0.777,0.219,0.004
0.231,0.763,0.006
0.976,0.022,0.002
0.957,0.042,0.002
0.981,0.017,0.002
0.584,0.408,0.008
0.76,0.237,0.004
0.86,0.136,0.004
0.357,0.637,0.005
0.973,0.024,0.002
0.935,0.063,0.002
0.92,0.076,0.004
0.939,0.058,0.003
0.95,0.047,0.003
0.956,0.042,0.002
0.915,0.081,0.005
0.869,0.128,0.002
0.864,0.132,0.004
0.652,0.344,0.004
0.884,0.113,0.003
0.79,0.207,0.003
0.978,0.02,0.002
0.838,0.158,0.004
0.882,0.113,0.005
0.953,0.043,0.004
0.962,0.036,0.002
0.714,0.283,0.003
0.863,0.133,0.004
0.654,0.341,0.006
0.949,0.049,0.002
0.676,0.312,0.013
0.958,0.04,0.002
0.587,0.409,0.004
0.239,0.755,0.006
0.942,0.056,0.002
0.891,0.107,0.002
0.892,0.105,0.003
0.968,0.03,0.002
0.628,0.368,0.004
0.917,0.08,0.002
0.872,0.122,0.006
0.96,0.037,0.003
0.886,0.112,0.003
0.951,0.047,0.002
0.926,0.072,0.003
0.292,0.375,0.334
0.926,0.072,0.002
0.744,0.252,0.004
0.869,0.128,0.002
0.972,0.026,0.002
0.923,0.074,0.003
0.895,0.103,0.002
0.913,0.082,0.005
0.946,0.052,0.003
0.743,0.252,0.005
0.873,0.124,0.003
0.908,0.088,0.003
0.772,0.224,0.004
0.944,0.054,0.002
0.036,0.908,0.056
0.209,0.773,0.018
0.959,0.039,0.002
0.739,0.256,0.004
0.976,0.022,0.003
0.923,0.074,0.003
0.964,0.033,0.003
0.954,0.044,0.002
0.873,0.125,0.003
0.775,0.22,0.005
0.844,0.153,0.003
0.762,0.233,0.005
0.956,0.042,0.002
0.236,0.758,0.006
0.801,0.195,0.004
0.853,0.144,0.003
0.891,0.106,0.003
0.849,0.148,0.003
0.8,0.196,0.004
0.971,0.027,0.002
0.959,0.038,0.003
0.758,0.237,0.004
0.894,0.103,0.003
0.944,0.053,0.003
0.924,0.074,0.002
0.783,0.215,0.003
0.682,0.314,0.005
0.972,0.022,0.006
0.926,0.071,0.003
0.971,0.025,0.003
0.477,0.518,0.005
0.961,0.037,0.002
0.683,0.31,0.006
0.791,0.203,0.006
0.807,0.189,0.004
0.551,0.443,0.006
0.911,0.086,0.003
0.906,0.091,0.002
0.873,0.125,0.003
0.933,0.065,0.002
0.933,0.064,0.003
0.929,0.067,0.004
0.97,0.028,0.002
0.897,0.099,0.004
0.765,0.231,0.004
0.9,0.097,0.003
0.921,0.076,0.003
0.325,0.671,0.004
0.932,0.065,0.003
0.968,0.029,0.003
0.803,0.195,0.003
0.708,0.288,0.004
0.785,0.207,0.008
0.76,0.236,0.004
0.294,0.699,0.007
0.964,0.034,0.002
0.838,0.159,0.003
0.91,0.087,0.003
0.806,0.191,0.003
0.965,0.033,0.002
0.967,0.03,0.002
0.958,0.04,0.002
0.67,0.325,0.005
0.942,0.055,0.003
0.91,0.087,0.003
0.974,0.023,0.003
0.696,0.3,0.003
0.365,0.627,0.008
0.951,0.047,0.002
0.786,0.21,0.004
0.908,0.09,0.002
0.501,0.452,0.048
0.154,0.841,0.005
0.409,0.584,0.007
0.893,0.102,0.005
0.769,0.226,0.005
0.968,0.029,0.002
0.885,0.11,0.004
0.922,0.075,0.003
0.559,0.435,0.007
0.981,0.017,0.002
0.94,0.058,0.002
0.975,0.022,0.003
0.975,0.023,0.002
0.95,0.046,0.004
0.977,0.018,0.004
0.579,0.41,0.011
0.84,0.156,0.004
0.9,0.097,0.003
0.963,0.035,0.002
0.768,0.229,0.003
0.963,0.034,0.003
0.966,0.031,0.002
0.926,0.071,0.002
0.88,0.117,0.003
0.928,0.07,0.002
0.959,0.038,0.003
0.978,0.02,0.002
0.943,0.054,0.003
0.933,0.065,0.002
0.923,0.075,0.002
0.785,0.213,0.003
0.98,0.018,0.002
0.046,0.637,0.317
0.68,0.316,0.004
0.882,0.114,0.004
0.972,0.025,0.003
0.893,0.105,0.002
0.97,0.028,0.002
0.97,0.027,0.003
0.926,0.071,0.003
0.952,0.045,0.002
0.938,0.058,0.003
0.402,0.593,0.005
0.859,0.138,0.003
0.756,0.24,0.004
0.836,0.161,0.003
0.957,0.041,0.002
0.052,0.805,0.143
0.474,0.522,0.004
0.957,0.04,0.002
0.975,0.023,0.002
0.752,0.244,0.003
0.602,0.392,0.006
0.758,0.238,0.004
0.957,0.041,0.002
0.959,0.038,0.002
0.914,0.082,0.004
0.718,0.278,0.004
0.94,0.056,0.004
0.851,0.146,0.003
0.953,0.044,0.003
0.803,0.194,0.003
0.835,0.161,0.004
0.824,0.173,0.003
0.956,0.042,0.002
0.447,0.547,0.005
0.937,0.062,0.002
0.961,0.037,0.002
0.926,0.071,0.003
0.836,0.159,0.004
0.963,0.034,0.003
0.935,0.059,0.006
0.94,0.057,0.002
0.938,0.059,0.003
0.944,0.053,0.003
0.88,0.114,0.006
0.969,0.028,0.003
0.824,0.173,0.003
0.849,0.149,0.003
0.943,0.055,0.003
0.972,0.026,0.002
0.867,0.13,0.002
0.383,0.61,0.007
0.472,0.522,0.007
0.885,0.113,0.002
0.911,0.086,0.004
0.966,0.033,0.001
0.664,0.333,0.004
0.963,0.035,0.002
0.832,0.163,0.005
0.9,0.094,0.006
0.783,0.213,0.005
0.823,0.173,0.003
0.973,0.025,0.002
0.832,0.166,0.002
0.925,0.073,0.002
0.614,0.381,0.005
0.939,0.058,0.003
0.185,0.808,0.008
0.794,0.202,0.004
0.953,0.045,0.003
0.422,0.571,0.008
0.953,0.044,0.003
0.875,0.123,0.002
0.923,0.075,0.002
0.8,0.197,0.003
0.825,0.172,0.003
0.923,0.073,0.004
0.952,0.046,0.002
0.926,0.072,0.003
0.687,0.309,0.004
0.895,0.102,0.003
0.702,0.295,0.004
0.682,0.31,0.007
0.961,0.036,0.003
0.594,0.4,0.006
0.874,0.122,0.004
0.895,0.103,0.002
0.937,0.061,0.003
0.938,0.058,0.003
0.68,0.316,0.004
0.923,0.074,0.003
0.728,0.267,0.005
0.301,0.693,0.006
0.859,0.135,0.006
0.866,0.131,0.004
0.944,0.052,0.004
0.947,0.051,0.002
0.921,0.076,0.003
0.605,0.389,0.006
0.961,0.037,0.002
0.964,0.033,0.003
0.427,0.566,0.007
0.975,0.023,0.002
0.719,0.276,0.004
0.941,0.056,0.002
0.179,0.813,0.008
0.974,0.024,0.002
0.961,0.036,0.003
0.568,0.429,0.003
0.673,0.322,0.005
0.8,0.197,0.003
0.957,0.04,0.003
0.819,0.176,0.005
0.916,0.082,0.002
0.823,0.173,0.004
0.808,0.187,0.004
0.972,0.026,0.002
0.862,0.134,0.004
0.896,0.101,0.003
0.147,0.771,0.082
0.907,0.089,0.004
0.891,0.106,0.003
0.829,0.168,0.002
0.964,0.035,0.002
0.956,0.041,0.003
0.947,0.05,0.003
0.965,0.033,0.002
0.946,0.052,0.003
0.567,0.429,0.004
0.644,0.352,0.004
0.795,0.201,0.004
0.974,0.024,0.002
0.895,0.102,0.003
0.166,0.828,0.006
0.09,0.907,0.004
0.097,0.854,0.049
0.96,0.037,0.003
0.97,0.028,0.002
0.872,0.125,0.003
0.976,0.021,0.003
0.487,0.508,0.006
0.928,0.068,0.004
0.962,0.037,0.002
0.553,0.438,0.008
0.918,0.079,0.003
0.86,0.137,0.003
0.972,0.024,0.003
0.792,0.203,0.004
0.835,0.161,0.004
0.71,0.287,0.004
0.979,0.019,0.002
0.89,0.107,0.003
0.964,0.033,0.003
0.324,0.658,0.018
0.403,0.592,0.005
0.929,0.069,0.002
0.968,0.03,0.002
0.971,0.028,0.002
0.819,0.177,0.004
0.929,0.069,0.002
0.804,0.192,0.003
0.968,0.031,0.002
0.981,0.017,0.002
0.958,0.04,0.003
0.917,0.08,0.003
0.789,0.208,0.003
0.39,0.604,0.006
0.881,0.116,0.003
0.783,0.211,0.006
0.967,0.03,0.002
0.942,0.056,0.002
0.91,0.087,0.004
0.834,0.164,0.003
0.686,0.309,0.005
0.908,0.09,0.002
0.243,0.752,0.005
0.94,0.057,0.003
0.839,0.129,0.032
0.968,0.029,0.003
0.139,0.756,0.105
0.543,0.453,0.004
0.971,0.027,0.002
0.892,0.106,0.003
0.762,0.234,0.003
0.945,0.052,0.002
0.715,0.279,0.006
0.942,0.055,0.002
0.795,0.202,0.003
0.975,0.023,0.002
0.825,0.172,0.003
0.883,0.114,0.003
0.69,0.305,0.006
0.886,0.112,0.002
0.928,0.07,0.002
0.823,0.173,0.004
0.815,0.181,0.004
0.974,0.024,0.003
0.883,0.114,0.003
0.91,0.086,0.003
0.952,0.044,0.003
0.278,0.654,0.068
0.982,0.015,0.002
0.934,0.064,0.003
0.949,0.049,0.003
0.661,0.334,0.005
0.958,0.039,0.002
0.639,0.356,0.005
0.763,0.235,0.003
0.9,0.098,0.002
0.962,0.036,0.002
0.671,0.324,0.005
0.86,0.136,0.004
0.958,0.04,0.003
0.959,0.038,0.003
0.345,0.632,0.023
0.904,0.092,0.004
0.38,0.613,0.007
0.926,0.071,0.003
0.874,0.122,0.003
0.786,0.209,0.005
0.944,0.053,0.002
0.89,0.106,0.004
0.941,0.057,0.002
0.953,0.043,0.004
0.904,0.094,0.002
0.816,0.179,0.006
0.971,0.026,0.003
0.856,0.14,0.003
0.926,0.072,0.002
0.769,0.226,0.005
0.601,0.374,0.025
0.749,0.246,0.005
0.922,0.074,0.004
0.829,0.168,0.003
0.953,0.044,0.003
0.984,0.013,0.003
0.833,0.163,0.004
0.939,0.059,0.002
0.946,0.052,0.002
0.866,0.132,0.002
0.893,0.104,0.003
0.906,0.091,0.003
0.481,0.509,0.01
0.692,0.301,0.007
0.803,0.193,0.004
0.962,0.036,0.002
0.906,0.091,0.003
0.842,0.155,0.004
0.953,0.045,0.002
0.847,0.149,0.004
0.973,0.025,0.002
0.93,0.067,0.003
0.939,0.057,0.004
0.507,0.475,0.019
0.311,0.673,0.016
0.689,0.306,0.005
0.54,0.454,0.006
0.533,0.46,0.007
0.847,0.148,0.005
0.946,0.051,0.002
0.939,0.058,0.003
0.96,0.038,0.002
0.876,0.12,0.004
0.965,0.032,0.002
0.976,0.022,0.002
0.918,0.079,0.003
0.96,0.038,0.003
0.979,0.019,0.002
0.492,0.504,0.004
0.914,0.084,0.002
0.853,0.144,0.003
0.862,0.134,0.004
0.666,0.327,0.007
0.863,0.133,0.004
0.811,0.185,0.004
0.957,0.04,0.003
0.795,0.201,0.004
0.962,0.036,0.002
0.929,0.068,0.003
0.728,0.267,0.005
0.973,0.025,0.002
0.404,0.588,0.008
0.93,0.068,0.003
0.941,0.056,0.003
0.739,0.257,0.004
0.982,0.016,0.002
0.94,0.057,0.003
0.345,0.649,0.006
0.845,0.153,0.003
0.976,0.022,0.002
0.846,0.151,0.003
0.955,0.042,0.002
0.974,0.024,0.002
0.563,0.432,0.005
0.614,0.381,0.005
0.98,0.018,0.002
0.231,0.761,0.008
0.973,0.024,0.003
0.927,0.071,0.002
0.162,0.829,0.009
0.741,0.255,0.004
0.889,0.109,0.002
0.951,0.046,0.002
0.798,0.2,0.003
0.936,0.063,0.002
0.964,0.033,0.003
0.741,0.254,0.005
0.936,0.061,0.003
0.961,0.036,0.003
0.735,0.259,0.005
0.616,0.381,0.003
0.416,0.574,0.01
0.974,0.023,0.003
0.972,0.025,0.003
0.959,0.039,0.002
0.939,0.059,0.002
0.713,0.282,0.004
0.829,0.166,0.006
0.958,0.04,0.002
0.936,0.061,0.003
0.939,0.058,0.003
0.462,0.532,0.007
0.962,0.036,0.002
0.98,0.017,0.003
0.922,0.075,0.002
0.803,0.193,0.003
0.795,0.202,0.003
0.953,0.045,0.002
0.914,0.084,0.002
0.891,0.105,0.004
0.905,0.09,0.005
0.548,0.447,0.005
0.666,0.325,0.009
0.942,0.056,0.002
0.227,0.763,0.011
0.857,0.14,0.003
0.326,0.657,0.016
0.962,0.037,0.002
0.353,0.623,0.024
0.935,0.062,0.003
0.932,0.066,0.002
0.681,0.315,0.004
0.386,0.606,0.008
0.896,0.102,0.003
0.412,0.582,0.006
0.944,0.054,0.002
0.943,0.055,0.002
0.936,0.061,0.003
0.837,0.157,0.006
0.613,0.384,0.003
0.658,0.337,0.004
0.955,0.043,0.002
0.932,0.066,0.002
0.423,0.572,0.004
0.618,0.375,0.007
0.915,0.082,0.003
0.872,0.125,0.003
0.914,0.084,0.002
0.779,0.217,0.004
0.897,0.1,0.004
0.917,0.081,0.003
0.984,0.014,0.003
0.949,0.05,0.002
0.947,0.049,0.004
0.981,0.017,0.002
0.783,0.213,0.004
0.845,0.151,0.003
0.967,0.031,0.002
0.963,0.035,0.002
0.931,0.068,0.002
0.953,0.044,0.003
0.872,0.126,0.002
0.765,0.232,0.003
0.271,0.724,0.005
0.957,0.041,0.002
0.937,0.06,0.002
0.937,0.06,0.003
0.946,0.052,0.002
0.976,0.022,0.002
0.958,0.041,0.002
0.913,0.083,0.004
0.12,0.865,0.015
0.963,0.035,0.003
0.939,0.057,0.003
0.812,0.184,0.004
0.955,0.04,0.004
0.935,0.062,0.002
0.922,0.073,0.005
0.913,0.084,0.003
0.969,0.029,0.002
0.924,0.073,0.003
0.883,0.114,0.003
0.553,0.442,0.005
0.878,0.118,0.004
0.671,0.323,0.006
0.949,0.049,0.002
0.951,0.046,0.002
0.971,0.027,0.002
0.502,0.486,0.012
0.881,0.116,0.003
0.948,0.048,0.003
0.961,0.036,0.002
0.921,0.076,0.003
0.744,0.252,0.005
0.421,0.57,0.009
0.965,0.032,0.003
0.96,0.038,0.002
0.855,0.142,0.003
0.572,0.42,0.008
0.676,0.32,0.004
0.89,0.107,0.002
0.927,0.071,0.002
0.896,0.101,0.003
0.949,0.049,0.003
0.868,0.13,0.002
0.501,0.495,0.004
0.967,0.031,0.002
0.97,0.027,0.003
0.83,0.166,0.004
0.914,0.084,0.003
0.718,0.278,0.004
0.896,0.101,0.003
0.493,0.502,0.005
0.727,0.266,0.007
0.942,0.055,0.002
0.929,0.067,0.003
0.873,0.123,0.004
0.923,0.075,0.003
0.499,0.497,0.004
0.837,0.158,0.005
0.986,0.011,0.002
0.936,0.061,0.003
0.966,0.031,0.003
0.969,0.029,0.002
0.949,0.049,0.003
0.899,0.097,0.003
0.928,0.069,0.002
0.355,0.64,0.005
0.386,0.608,0.006
0.816,0.181,0.003
0.969,0.029,0.002
0.956,0.041,0.003
0.932,0.066,0.003
0.332,0.66,0.008
0.935,0.063,0.002
0.861,0.135,0.004
0.731,0.264,0.005
0.635,0.36,0.005
0.939,0.059,0.002
0.889,0.108,0.003
0.912,0.086,0.002
0.573,0.418,0.009
0.948,0.05,0.002
0.895,0.103,0.003
0.9,0.098,0.002
0.718,0.278,0.004
0.928,0.07,0.002
0.307,0.683,0.01
0.975,0.023,0.003
0.967,0.031,0.002
0.9,0.098,0.002
0.48,0.515,0.005
0.956,0.042,0.002
0.961,0.037,0.002
0.843,0.154,0.003
0.222,0.775,0.004
0.842,0.155,0.004
0.964,0.034,0.003
0.879,0.117,0.003
0.953,0.045,0.002
0.96,0.038,0.002
0.978,0.02,0.003
0.886,0.111,0.003
0.958,0.04,0.001
0.957,0.041,0.002
0.182,0.812,0.006
0.959,0.038,0.003
0.98,0.014,0.006
0.926,0.071,0.003
0.355,0.636,0.01
0.955,0.043,0.002
0.942,0.056,0.003
0.497,0.497,0.006
0.372,0.622,0.006
0.943,0.055,0.002
0.714,0.283,0.003
0.93,0.067,0.003
0.971,0.026,0.003
0.96,0.038,0.002
0.961,0.037,0.003
0.942,0.054,0.004
0.216,0.779,0.005
0.97,0.028,0.002
0.949,0.048,0.002
0.904,0.093,0.003
0.956,0.042,0.003
0.819,0.178,0.003
0.839,0.158,0.003
0.593,0.403,0.004
0.972,0.026,0.002
0.861,0.136,0.003
0.95,0.047,0.002
0.826,0.17,0.004
0.886,0.11,0.003
0.953,0.045,0.002
0.98,0.018,0.002
0.945,0.052,0.002
0.969,0.029,0.002
0.93,0.064,0.005
0.879,0.118,0.003
0.613,0.381,0.006
0.19,0.797,0.013
0.921,0.076,0.003
0.986,0.011,0.002
0.886,0.111,0.003
0.161,0.831,0.008
0.973,0.025,0.002
0.667,0.327,0.006
0.944,0.053,0.003
0.848,0.149,0.003
0.943,0.054,0.003
0.55,0.438,0.012
0.971,0.027,0.002
0.922,0.076,0.002
0.899,0.093,0.007
0.901,0.094,0.005
0.979,0.019,0.002
0.909,0.088,0.003
0.916,0.082,0.003
0.84,0.155,0.006
0.556,0.438,0.006
0.972,0.026,0.002
0.854,0.143,0.003
0.774,0.219,0.007
0.704,0.292,0.004
0.627,0.367,0.006
0.657,0.339,0.004
0.834,0.163,0.003
0.751,0.245,0.004
0.813,0.183,0.004
0.961,0.038,0.002
0.899,0.099,0.003
0.828,0.17,0.002
0.921,0.077,0.002
0.906,0.092,0.002
0.609,0.387,0.004
0.903,0.093,0.003
0.966,0.032,0.002
0.893,0.103,0.004
0.698,0.296,0.006
0.793,0.204,0.003
0.797,0.199,0.004
0.972,0.026,0.002
0.98,0.017,0.002
0.974,0.024,0.002
0.414,0.582,0.005
0.884,0.113,0.003
0.726,0.27,0.005
0.927,0.069,0.004
0.955,0.043,0.002
0.983,0.015,0.003
0.985,0.013,0.003
0.396,0.565,0.039
0.962,0.034,0.003
0.812,0.184,0.004
0.949,0.049,0.002
0.773,0.225,0.003
0.951,0.047,0.002
0.495,0.497,0.007
0.934,0.063,0.003
0.866,0.13,0.003
0.723,0.268,0.009
0.977,0.021,0.002
0.908,0.089,0.002
0.893,0.104,0.003
0.972,0.026,0.002
0.967,0.031,0.002
0.92,0.066,0.013
0.97,0.028,0.002
0.945,0.052,0.003
0.863,0.134,0.003
0.882,0.115,0.003
0.533,0.456,0.011
0.935,0.062,0.002
0.915,0.083,0.002
0.919,0.079,0.002
0.957,0.04,0.002
0.917,0.079,0.004
0.871,0.126,0.002
0.969,0.029,0.002
0.744,0.251,0.005
0.977,0.02,0.002
0.937,0.061,0.002
0.584,0.412,0.004
0.927,0.07,0.002
0.914,0.083,0.003
0.945,0.052,0.003
0.963,0.035,0.002
0.92,0.077,0.002
0.976,0.022,0.002
0.945,0.053,0.002
0.95,0.048,0.002
0.973,0.025,0.002
0.851,0.145,0.004
0.864,0.127,0.009
0.964,0.035,0.001
0.115,0.879,0.006
0.787,0.207,0.006
0.929,0.068,0.002
0.928,0.069,0.004
0.926,0.071,0.003
0.927,0.07,0.002
0.973,0.025,0.002
0.706,0.287,0.008
0.933,0.065,0.003
0.834,0.159,0.006
0.566,0.426,0.008
0.985,0.012,0.002
0.977,0.02,0.003
0.942,0.055,0.002
0.957,0.04,0.002
0.269,0.727,0.004
0.811,0.187,0.002
0.953,0.044,0.002
0.956,0.042,0.002
0.847,0.142,0.011
0.834,0.16,0.006
0.945,0.052,0.003
0.924,0.073,0.003
0.922,0.074,0.005
0.723,0.273,0.004
0.933,0.065,0.002
0.908,0.088,0.004
0.956,0.042,0.002
0.939,0.058,0.003
0.888,0.109,0.003
0.984,0.014,0.002
0.877,0.118,0.004
0.785,0.212,0.003
0.899,0.095,0.007
0.929,0.066,0.005
0.97,0.027,0.003
0.092,0.891,0.018
0.457,0.538,0.005
0.691,0.3,0.009
0.786,0.21,0.003
0.936,0.062,0.002
0.963,0.035,0.003
0.973,0.024,0.002
0.824,0.173,0.003
0.908,0.09,0.002
0.665,0.33,0.005
0.965,0.033,0.002
0.529,0.461,0.01
0.951,0.047,0.002
0.869,0.126,0.005
0.508,0.486,0.006
0.961,0.038,0.001
0.947,0.051,0.003
0.932,0.065,0.003
0.627,0.368,0.005
0.927,0.069,0.004
0.936,0.061,0.003
0.96,0.037,0.003
0.846,0.149,0.005
0.822,0.174,0.003
0.245,0.749,0.006
0.938,0.06,0.002
0.889,0.108,0.003
0.148,0.846,0.006
0.942,0.055,0.003
0.958,0.039,0.003
0.764,0.233,0.003
0.966,0.033,0.002
0.867,0.13,0.003
0.928,0.068,0.003
0.219,0.648,0.133
0.693,0.302,0.005
0.169,0.781,0.051
0.948,0.051,0.002
0.946,0.052,0.002
0.975,0.023,0.002
0.052,0.944,0.004
0.645,0.351,0.004
0.526,0.469,0.005
0.766,0.229,0.005
0.979,0.018,0.003
0.713,0.283,0.004
0.976,0.022,0.002
0.922,0.076,0.003
0.743,0.249,0.008
0.878,0.118,0.004
0.964,0.034,0.002
0.962,0.036,0.002
0.762,0.234,0.004
0.861,0.135,0.004
0.971,0.026,0.003
0.646,0.348,0.006
0.956,0.041,0.002
0.756,0.241,0.003
0.596,0.398,0.006
0.952,0.046,0.002
0.965,0.032,0.003
0.162,0.831,0.007
0.975,0.023,0.002
0.944,0.054,0.002
0.714,0.28,0.006
0.866,0.13,0.004
0.697,0.299,0.004
0.885,0.111,0.004
0.887,0.109,0.003
0.925,0.071,0.003
0.926,0.072,0.002
0.885,0.11,0.005
0.973,0.025,0.002
0.953,0.042,0.005
0.879,0.118,0.003
0.827,0.17,0.003
0.87,0.127,0.002
0.947,0.05,0.003
0.955,0.042,0.002
0.956,0.043,0.002
0.95,0.048,0.002
0.901,0.096,0.003
0.346,0.646,0.008
0.513,0.483,0.004
0.5,0.496,0.005
0.756,0.239,0.005
0.895,0.102,0.003
0.924,0.073,0.003
0.945,0.053,0.002
0.785,0.213,0.003
0.957,0.041,0.002
0.94,0.057,0.003
0.948,0.049,0.003
0.664,0.331,0.005
0.949,0.049,0.002
0.958,0.04,0.002
0.754,0.243,0.003
0.979,0.02,0.002
0.962,0.035,0.003
0.96,0.037,0.003
0.951,0.046,0.002
0.841,0.155,0.005
0.769,0.225,0.006
0.972,0.026,0.003
0.9,0.097,0.003
0.928,0.069,0.003
0.976,0.022,0.002
0.963,0.035,0.002
0.702,0.294,0.004
0.441,0.55,0.009
0.916,0.081,0.003
0.677,0.312,0.011
0.944,0.053,0.003
0.823,0.174,0.003
0.862,0.133,0.004
0.893,0.104,0.004
0.97,0.027,0.003
0.931,0.067,0.002
0.941,0.056,0.002
0.899,0.098,0.003
0.822,0.172,0.005
0.96,0.037,0.003
0.959,0.037,0.004
0.967,0.032,0.002
0.486,0.506,0.008
0.135,0.774,0.091
0.893,0.105,0.002
0.97,0.028,0.003
0.942,0.056,0.002
0.795,0.197,0.008
0.936,0.061,0.003
0.779,0.216,0.005
0.859,0.138,0.003
0.792,0.205,0.003
0.746,0.248,0.006
0.95,0.047,0.003
0.554,0.44,0.007
0.869,0.127,0.004
0.948,0.05,0.002
0.835,0.161,0.004
0.918,0.08,0.002
0.92,0.074,0.006
0.963,0.035,0.003
0.78,0.217,0.003
0.353,0.64,0.008
0.975,0.023,0.003
0.489,0.504,0.007
0.983,0.015,0.002
0.872,0.124,0.005
0.481,0.514,0.005
0.958,0.04,0.002
0.918,0.079,0.003
0.886,0.111,0.003
0.954,0.044,0.002
0.937,0.061,0.002
0.809,0.187,0.004
0.95,0.048,0.002
0.934,0.064,0.002
0.794,0.203,0.004
0.264,0.73,0.005
0.965,0.032,0.002
0.621,0.375,0.004
0.965,0.033,0.002
0.952,0.045,0.003
0.937,0.061,0.002
0.945,0.054,0.002
0.946,0.052,0.003
0.604,0.392,0.003
0.676,0.32,0.004
0.976,0.022,0.002
0.818,0.177,0.004
0.569,0.425,0.006
0.276,0.717,0.007
0.945,0.053,0.003
0.798,0.199,0.003
0.936,0.062,0.002
0.924,0.073,0.004
0.93,0.067,0.003
0.973,0.024,0.002
0.952,0.046,0.002
0.439,0.556,0.005
0.81,0.186,0.004
0.979,0.019,0.002
0.947,0.051,0.002
0.893,0.103,0.004
0.905,0.093,0.003
0.483,0.51,0.007
0.96,0.038,0.002
0.268,0.726,0.005
0.971,0.027,0.002
0.828,0.168,0.004
0.907,0.09,0.003
0.957,0.041,0.002
0.56,0.435,0.005
0.956,0.04,0.004
0.958,0.039,0.003
0.963,0.035,0.002
0.897,0.1,0.002
0.946,0.051,0.003
0.483,0.514,0.004
0.686,0.31,0.004
0.743,0.25,0.007
0.737,0.259,0.004
0.886,0.11,0.004
0.925,0.073,0.002
0.902,0.095,0.003
0.652,0.344,0.004
0.439,0.556,0.005
0.978,0.02,0.002
0.946,0.051,0.003
0.938,0.058,0.004
0.912,0.085,0.003
0.725,0.271,0.004
0.942,0.055,0.003
0.95,0.048,0.003
0.746,0.251,0.003
0.88,0.117,0.003
0.983,0.015,0.002
0.9,0.098,0.002
0.586,0.409,0.005
0.882,0.114,0.004
0.954,0.043,0.002
0.966,0.031,0.003
0.901,0.095,0.004
0.952,0.046,0.002
0.617,0.38,0.003
0.251,0.742,0.007
0.222,0.774,0.004
0.955,0.043,0.002
0.933,0.063,0.003
0.974,0.024,0.002
0.956,0.041,0.002
0.948,0.05,0.002
0.903,0.095,0.003
0.805,0.191,0.004
0.76,0.236,0.004
0.968,0.03,0.003
0.969,0.028,0.003
0.973,0.025,0.002
0.556,0.44,0.004
0.963,0.036,0.002
0.669,0.327,0.004
0.883,0.11,0.007
0.758,0.237,0.005
0.912,0.086,0.002
0.953,0.044,0.002
